Información relacionada a:,Prestaciones en especie y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DESCRIPCIÓN DE LAS PRESTACIONES EN ESPECIE","PERIODICIDAD DE LAS PRESTACIONES EN ESPECIE"
198425979,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198426059,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198421080,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434030,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434031,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434127,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434222,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434415,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434508,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434510,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434603,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434604,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434799,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434890,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434891,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435178,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435276,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435284,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435447,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435544,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435549,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435598,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435719,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435721,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435722,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435857,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435861,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436022,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436028,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436040,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436082,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436143,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436144,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436145,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436480,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436482,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436484,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436555,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436640,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436710,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436804,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438224,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432414,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432609,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432610,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432611,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432705,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432799,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432800,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432895,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432897,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432990,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432991,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432992,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432994,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433086,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433184,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433258,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433353,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433355,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433454,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433643,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433645,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433741,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433840,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433841,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433842,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433843,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433844,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433936,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433940,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434034,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434229,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434322,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434323,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434324,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434513,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434515,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434709,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435290,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435299,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435303,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435318,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435321,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435341,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435373,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435449,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435451,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435452,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435453,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435498,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435555,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435609,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435658,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435659,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435662,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435794,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435795,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435864,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436024,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436033,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436043,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436044,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436045,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436192,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436244,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436355,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436357,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436645,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436713,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436714,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438232,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438237,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438239,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438244,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432517,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432616,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432903,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433000,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433096,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433263,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433266,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433268,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433359,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433360,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433364,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433455,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433552,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433555,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433652,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433942,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433943,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433947,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434042,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434139,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434428,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434715,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434716,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434902,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434999,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435095,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435190,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435416,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435454,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435456,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435458,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435506,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435728,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435869,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435873,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436050,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436070,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436160,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436246,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436249,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436494,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436563,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436568,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436649,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436650,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436719,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438339,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438340,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438263,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438264,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436810,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436814,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432429,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432431,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432525,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432526,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433102,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433269,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433270,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433272,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433368,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433655,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433656,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433752,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433753,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433857,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433948,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433950,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434045,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434337,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434338,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434431,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434529,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434621,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434717,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434718,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434721,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434910,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435009,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435103,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435329,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435330,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435385,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435421,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435461,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435565,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435567,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435672,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435675,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435730,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435733,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435953,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436072,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436101,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436126,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436131,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436164,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436203,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436255,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436569,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436570,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436573,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436655,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436725,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436726,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438276,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438287,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438288,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436818,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436819,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436844,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436921,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436922,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436923,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436926,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432436,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432530,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432531,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432532,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432626,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432720,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432816,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432913,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432915,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433009,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433106,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433275,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433470,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433472,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433563,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433660,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433661,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433759,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434148,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434149,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434243,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434248,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434341,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434533,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434628,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434631,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434819,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435013,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435014,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435109,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435110,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435111,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435360,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435388,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435390,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435391,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435514,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435518,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435519,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435573,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435625,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435626,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435679,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435680,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435736,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435739,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435740,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435741,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435805,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435806,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198435807,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436106,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436132,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436259,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436311,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436312,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436376,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436503,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436505,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436578,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438301,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438306,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438307,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438314,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198438317,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436822,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436823,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436824,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436827,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436888,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198436974,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198437015,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198437064,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432537,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432538,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432634,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432827,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198432918,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433015,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433017,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433018,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433379,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433473,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433667,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433670,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433763,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433764,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198433964,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434059,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434250,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434251,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434252,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434254,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434443,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434538,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434540,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434542,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434633,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434732,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
198434734,"11/08/22","11/08/22","VALE DE DESPENSA ADMVO","MENSUAL"
